iteration,rastrigin_seed0.csv,rastrigin_seed1.csv,rastrigin_seed10.csv,rastrigin_seed2.csv,rastrigin_seed3.csv,rastrigin_seed4.csv,rastrigin_seed5.csv,rastrigin_seed6.csv,rastrigin_seed7.csv,rastrigin_seed8.csv,rastrigin_seed9.csv,中央値,平均値,標準偏差
0,111.79638888674492,111.72424609825514,114.79867085523595,109.43376431343442,113.61257701307407,108.5025561756232,114.39321900545724,118.50963852768814,108.1426900673016,102.95286667003938,84.80517187676166,111.72424609825514,108.97016268087417,9.015431841166212
1,79.83817636209399,79.18858590016177,85.5263732551396,101.96610491264836,81.89207041534748,92.5668797580783,79.12916772603121,85.17010371076962,89.18698970248194,62.11050788540539,84.80517187676166,84.80517187676166,83.76183013681084,9.8721285626576
2,71.02910156402255,79.18858590016177,63.25364233247002,79.22389591450377,58.75272120535066,82.55889515438344,78.01740418842199,54.571773185931455,73.99550577893578,57.890851755911065,83.79785399929409,73.99550577893578,71.11638463448969,10.685905157089387
3,50.100897956793546,79.18858590016177,50.98603317530065,74.67664177302035,58.75272120535066,63.192791560030216,72.01627300015772,54.571773185931455,73.99550577893578,55.33802153529631,74.73400273772346,63.192791560030216,64.32302252806382,10.851639726723015
4,44.9426240766274,67.317182174617,50.98603317530065,54.25838712967022,58.75272120535066,60.62655737472009,61.7525075440525,51.7332492494938,73.99550577893578,51.914487522332806,50.39064808810317,54.25838712967022,56.96999121083673,8.487879726157198
5,30.40124900874653,60.01737322827938,50.98603317530065,47.90276356287199,56.25402966492331,54.79491633795953,61.7525075440525,44.59572493516938,70.45259097208273,47.96506909431422,50.39064808810317,50.98603317530065,52.31935505561849,10.405237824152179
6,26.66828983334632,60.01737322827938,50.98603317530065,40.81928011815514,56.25402966492331,50.45749932743706,56.724369044647545,34.71224033533585,69.11539876369713,45.29329620354367,50.39064808810317,50.45749932743706,49.22167798025175,11.955207114832264
7,25.85057069498211,60.01737322827938,41.52657338754546,40.81928011815514,55.042179666544,42.131140845244985,54.7851421834626,32.76431744284369,56.849364561609725,42.62055394892644,49.56698234247988,42.62055394892644,45.63395258364304,10.671492820228904
8,25.09522577113636,60.01737322827938,28.542784993073862,39.782485522201775,35.23640342839116,37.624264462608735,47.38129350143377,30.485108585944342,52.125256333403925,40.860544451475874,49.56698234247988,39.782485522201775,40.610702056402644,10.782867151547709
9,23.822935954584523,58.16674085371355,27.43002738546697,36.23807962680215,35.23640342839116,34.01116262737335,43.64970475393479,28.692489916559158,44.39719551503643,40.37585289915914,49.56698234247988,36.23807962680215,38.326143209409196,10.21668374807492
10,23.149507575716854,52.42095783676494,27.22946156622406,27.87717691782612,35.23640342839116,33.05512869649699,36.4760488114722,22.52971346775523,44.39719551503643,39.6391489363131,49.4280998938436,35.23640342839116,35.585349331440064,10.152807871851046
11,22.348962837446976,50.33901042559259,24.4794552895558,25.93996606916572,32.508888833905004,29.4025769002655,35.720865382464964,19.416539249945743,41.66695301125623,38.78674465661679,48.61434096058271,32.508888833905004,33.565845783345274,10.442767496480725
