iteration,rosenbrock_seed0.csv,rosenbrock_seed1.csv,rosenbrock_seed10.csv,rosenbrock_seed2.csv,rosenbrock_seed3.csv,rosenbrock_seed4.csv,rosenbrock_seed5.csv,rosenbrock_seed6.csv,rosenbrock_seed7.csv,rosenbrock_seed8.csv,rosenbrock_seed9.csv,中央値,平均値,標準偏差
0,498.35182704181545,686.6602491478793,609.7972162997172,676.4885577862948,1017.100700108842,1369.9912430138252,983.941713642481,792.3622603738295,994.3747255241466,732.0414572228792,588.5502129925314,732.0414572228792,813.6054693776583,254.21644871239798
1,192.36789524927676,286.94711649727475,229.59572909929375,104.6194416688116,212.00143698258404,83.06693746144461,306.05597825870785,280.0249242533123,313.1701489118076,295.35418555622925,148.3252022578645,229.59572909929375,222.8662723815097,82.38889506461474
2,155.35496466581537,209.38682022252183,155.0454532201694,53.62486703575463,123.88692745750772,83.06693746144461,199.69231809829927,138.29539543088686,192.59480094493452,142.75577946689538,61.91511021136878,142.75577946689538,137.7835794741453,53.499007422498075
3,101.728397934107,92.2121855084898,98.46287626012364,53.62486703575463,90.75874797073251,64.95634509742408,166.5869036414404,138.29539543088686,111.26697218046088,32.36320894468739,32.217495907123784,92.2121855084898,89.31576326465735,41.7982423353763
4,101.728397934107,70.17510170267758,98.46287626012364,46.64191232343851,65.67224547822204,56.45261301515084,93.82001693423098,138.29539543088686,96.01669248936318,25.789903600425365,32.217495907123784,70.17510170267758,75.0247864614318,34.02581099189813
5,77.95996901659636,35.036257780010544,98.46287626012364,42.81835559419728,63.82995198900412,55.45142534084822,93.82001693423098,121.8967477444285,88.02633324589266,25.789903600425365,32.217495907123784,63.82995198900412,66.84630303753467,31.532194221586668
6,71.96881863314925,35.036257780010544,67.24477745978871,30.928946530467904,36.15252654852937,54.66026582835545,49.19077760626617,109.84508675983952,85.25363080577708,23.56015794652173,26.73021880677326,49.19077760626617,53.68831497322537,27.38049663723781
7,61.36946696686414,31.11809767251649,54.74451612411703,20.3921332462971,36.15252654852937,51.09335130271512,29.43393316278613,91.0480199138639,45.00984221725318,20.55996902698968,17.188939249306248,36.15252654852937,41.646435948294396,22.105109485327425
8,49.89078257407446,22.167079883871157,33.412665587789284,20.083179597412304,34.30915251007941,39.99702021625722,22.58819956892387,73.59848210099885,43.02523585167672,19.188870927506244,17.188939249306248,33.412665587789284,34.13178255162689,17.041513368082352
9,49.89078257407446,17.53798548099906,27.589336247279057,20.083179597412304,34.30915251007941,39.99702021625722,22.58819956892387,73.59848210099885,33.31167125204509,13.26886320584456,13.198133200303294,27.589336247279057,31.39752781401974,18.113774340451304
10,33.0535273976346,17.53798548099906,21.451430967656385,18.16533060370441,26.523459071376823,39.7481580728599,22.58819956892387,61.486311724915566,33.31167125204509,13.26886320584456,13.198133200303294,22.58819956892387,27.30300641329669,14.228099368355473
11,28.853961365923585,14.15230103717176,21.099077440836684,16.400895762444563,26.523459071376823,39.744758300755045,20.156520505255887,51.12352701549779,22.86692938844825,12.685365767538231,13.198133200303294,21.099077440836684,24.2549935323229,11.986213118411023
12,28.853961365923585,13.696674363977786,21.099077440836684,16.400895762444563,24.92434601538105,34.153765462781045,15.462971202636592,47.07899115191074,20.28661590272476,10.586725075888571,13.198133200303294,20.28661590272476,22.340196085891698,10.887774389440162
13,28.853961365923585,13.696674363977786,20.15256442178323,14.685335953249568,21.68934331808861,30.051108179000863,15.462971202636592,25.77707082833654,20.28661590272476,9.870686645842554,13.198133200303294,20.15256442178323,19.429496852897035,6.7052339804477645
14,27.24529113557452,13.696674363977786,17.105619822395745,13.414429710116256,20.95725454343461,30.051108179000863,10.68112888873092,25.77707082833654,17.941902405195016,9.870686645842554,9.75871791650877,17.105619822395745,17.863625858101233,7.263937793191972
15,25.912974225907654,12.190327637856376,17.105619822395745,13.27759733187585,20.679647316800768,29.70138979455197,10.504054470134143,25.757027818559628,17.286522104624993,9.870686645842554,9.08814005912938,17.105619822395745,17.39763520251628,7.224658655117767
16,24.68606925672769,12.190327637856376,16.899092724383216,13.27759733187585,20.679647316800768,29.70138979455197,10.504054470134143,21.918444993332898,17.286522104624993,9.798857731551,8.131579310340047,16.899092724383216,16.824871152016268,6.837972276115486
17,23.14056480557962,12.160170946920168,16.899092724383216,13.085414117493286,15.96523452222606,25.13257644738511,9.595017605639514,18.99956104524474,16.479350312033535,9.001886811141015,8.131579310340047,15.96523452222606,15.326404422580573,5.608795117395433
