iteration,rastrigin_seed0.csv,rastrigin_seed1.csv,rastrigin_seed10.csv,rastrigin_seed2.csv,rastrigin_seed3.csv,rastrigin_seed4.csv,rastrigin_seed5.csv,rastrigin_seed6.csv,rastrigin_seed7.csv,rastrigin_seed8.csv,rastrigin_seed9.csv,中央値,平均値,標準偏差
0,111.79638888674492,111.72424609825514,114.79867085523595,109.43376431343442,113.61257701307407,108.5025561756232,114.39321900545724,118.50963852768814,108.1426900673016,102.95286667003938,84.80517187676166,111.72424609825514,108.97016268087417,9.015431841166212
1,79.83817636209399,79.18858590016177,85.5263732551396,101.96610491264836,81.89207041534748,92.5668797580783,79.12916772603121,85.17010371076962,89.18698970248194,62.11050788540539,84.80517187676166,84.80517187676166,83.76183013681084,9.8721285626576
2,71.02910156402255,79.18858590016177,63.25364233247002,79.22389591450377,58.75272120535066,82.55889515438344,78.01740418842199,54.571773185931455,73.99550577893578,57.890851755911065,77.70669281566876,73.99550577893578,70.56264270870557,10.105074248175796
3,63.50364824165871,79.04606818423899,57.24712606038338,72.63353271184644,56.4899171406098,82.55889515438344,55.7930878516651,54.571773185931455,66.63638019976392,55.33802153529631,70.38557118664806,63.50364824165871,64.92763831385687,10.085329829924875
4,63.39706028542632,68.49464656110968,55.29295490670897,72.63353271184644,54.58255351566973,69.158918124847,42.866769760651614,50.01592643294664,52.406347273584814,50.71684188607335,58.52453650809522,55.29295490670897,58.00818981517816,9.350414242188364
5,50.21364014397575,50.38165354934026,46.95316117374856,57.18442930064117,39.12606469534151,59.41512062626409,42.04821956089858,43.501972460586245,52.406347273584814,43.48944054365856,58.52453650809522,50.21364014397575,49.38587143964862,7.000925751370501
6,50.21364014397575,50.38165354934026,41.3849633812011,54.73562948362747,37.3461452872885,50.519330003839,38.28394756064369,37.402102819833,45.07857562944571,43.20533999082747,47.89590932477144,45.07857562944571,45.131567015890305,6.060494765907099
7,43.32197625104044,50.38165354934026,34.23166416124731,48.078419422817255,33.638936806428504,42.540346368183016,28.469793207103777,32.741653708177395,36.735396890348746,40.73331668510722,45.64195406269492,40.73331668510722,39.68319191931717,7.012970490900607
8,37.95202658058709,47.947007614233534,29.270806430890943,43.474746519562025,28.57534138943033,35.57762769282286,22.49423682055614,29.438666331648747,35.49760579891232,39.7689441217895,42.99985602335023,35.57762769282286,35.72698775670761,7.688246902144736
9,32.00638016125404,46.56544812628045,25.08299739780149,37.42939720469911,26.077782496910388,33.96406085964374,21.58507807554463,26.0611001389364,30.265331713023656,38.26411205670623,41.78458860092313,32.00638016125404,32.644206984702116,7.78182654189341
10,27.527425535521417,44.61077490736991,20.322701961978595,34.58997650482449,24.115166804824483,30.232173024899723,20.879348568397788,22.26785358519338,29.52180044580706,37.94314200526532,30.306345634519687,29.52180044580706,29.301518998054714,7.549922389266311
11,24.132703584728237,41.00346243419795,18.783993145032326,32.180639551846724,22.699553357735,29.34958301785952,20.22221158827611,18.79374562673887,28.6198398354952,37.59317825804613,28.242375809550964,28.242375809550964,27.420116928137006,7.418873740297661
