iteration,rosenbrock_seed0.csv,rosenbrock_seed1.csv,rosenbrock_seed10.csv,rosenbrock_seed2.csv,rosenbrock_seed3.csv,rosenbrock_seed4.csv,rosenbrock_seed5.csv,rosenbrock_seed6.csv,rosenbrock_seed7.csv,rosenbrock_seed8.csv,rosenbrock_seed9.csv,中央値,平均値,標準偏差
0,498.35182704181545,686.6602491478793,609.7972162997172,676.4885577862948,1017.100700108842,1369.9912430138252,983.941713642481,792.3622603738295,994.3747255241466,732.0414572228792,588.5502129925314,732.0414572228792,813.6054693776583,254.21644871239798
1,192.36789524927676,286.94711649727475,229.59572909929375,104.6194416688116,212.00143698258404,83.06693746144461,306.05597825870785,280.0249242533123,313.1701489118076,295.35418555622925,148.3252022578645,229.59572909929375,222.8662723815097,82.38889506461474
2,128.73115090966155,84.01776535108382,141.9406015375456,60.20354259464528,92.17977045982356,83.06693746144461,179.097920236708,168.55469882172886,158.3929647267872,202.4092910264953,56.31520597767574,128.73115090966155,123.17362264578178,50.622498007019104
3,127.24894873036654,54.89799828199956,95.68097881852196,59.76737565722276,59.67413516039144,71.95479621149761,45.93489373110174,131.59704076509416,93.56900618621036,125.96945138341763,45.899306567421256,71.95479621149761,82.92672104484046,33.44296790406014
4,61.24752322806883,28.308570033833128,47.84647276304077,36.48961824235249,52.30135360559029,50.25373925948863,43.12264198388425,96.92766717592372,61.82317884708488,44.83542028197769,31.20326650796703,47.84647276304077,50.396313811746516,18.86029570314295
5,51.80011855699729,17.255521578541078,34.3450321138959,31.28491565537697,31.984455742240986,47.46527905316323,21.92180284295805,62.49620412580551,44.62081217101603,26.168751116675438,29.414565500344946,31.984455742240986,36.250678041546855,13.738414809823878
6,43.81816759640108,14.144809828019612,31.19245328255372,17.789520432812125,18.33386846175926,28.563942234390503,14.369552943379851,40.79017994002691,21.192703099503102,20.21055307900888,20.62765351566532,20.62765351566532,24.639400401229125,10.182792505979897
7,33.85541351299392,12.153496741228114,27.635284628461235,14.830170650692343,15.901681994566266,24.753745792296108,14.369552943379851,40.79017994002691,17.770919385930938,18.51874972649279,17.729167194037917,17.770919385930938,21.664396591827856,9.076011445661218
8,23.679565400197728,11.945725027928,21.34176093875764,11.966523925343624,14.259633029618694,22.95649879791975,13.451180878712831,33.04889401688836,16.32239007477259,17.856656147191238,14.193206841005962,16.32239007477259,18.274730461666948,6.470675790123792
9,22.447371364120503,10.327783461857155,18.018155368787408,11.488121023980298,12.793977237618067,16.565044517348937,12.906278516716071,21.02701236298162,15.625808577862657,16.67333487015536,12.036262490017515,15.625808577862657,15.446286344676873,3.9565703747726033
10,20.921417801665378,9.86102413795888,14.805131037048248,9.839989914556533,12.05508808021315,13.934002244317032,12.265330597048072,18.693894901838146,13.758500318318696,16.36930808703449,11.493993568467936,13.758500318318696,13.99978915349696,3.5181222475846914
11,18.042717874211924,9.654231471387863,14.07686805138932,9.107989994711836,10.994528209879627,12.735386126505196,11.91225998663886,16.217588378601825,11.805879963410938,13.952868808321288,10.24968018990192,11.91225998663886,12.61363627772369,2.7715454660131194
12,16.09865103218203,9.561205104401123,12.857016332510398,8.292587869552028,10.825703146286994,11.0621845463912,11.000694762444375,15.889419409928225,11.240561480133495,13.158668736269307,10.22769945724014,11.0621845463912,11.83767198884903,2.457257879423197
13,14.76545679081456,9.321818305700402,12.17142490823458,7.769391942266795,10.3146005624017,10.44775124751886,10.6998682731182,14.856858245529784,10.996184575086067,12.543606568652386,9.94628099185439,10.6998682731182,11.257567491925247,2.175029136280344
14,13.549719125104868,9.228276386440267,11.653462441882107,7.73073087704763,10.07743194333029,9.916305094908417,10.330530020118154,13.80064703363196,10.674944842669731,12.01264591112103,9.289349327354818,10.330530020118154,10.751276636691752,1.8560573310893118
15,12.18556920580592,9.17844999288305,11.554714809165912,7.456831619466804,10.010283926899875,9.52150341171307,10.118703638272056,12.826721442312149,10.375074704284852,11.545463356016342,9.121857371491252,10.118703638272056,10.35410667984648,1.5649592861867903
16,11.687850790455787,9.138678193757242,11.086198714322784,7.291187738163479,9.879567466741609,9.323784899436696,10.012489005934045,11.894444359798475,10.088781602994397,11.39212741701181,8.76533026964493,10.012489005934045,10.050949132569205,1.4003860050942532
17,11.22629391576835,9.070439678905275,10.985507220038556,7.239683355823667,9.778575917951382,9.195922738258943,9.625219527709792,11.642381644956032,9.721052691506005,10.783390572153284,8.740275195951755,9.721052691506005,9.818976587183913,1.2810094881714773
