iteration,rastrigin_seed0.csv,rastrigin_seed1.csv,rastrigin_seed10.csv,rastrigin_seed2.csv,rastrigin_seed3.csv,rastrigin_seed4.csv,rastrigin_seed5.csv,rastrigin_seed6.csv,rastrigin_seed7.csv,rastrigin_seed8.csv,rastrigin_seed9.csv,中央値,平均値,標準偏差
0,111.79638888674492,111.72424609825514,114.79867085523595,109.43376431343442,113.61257701307407,108.5025561756232,114.39321900545724,118.50963852768814,108.1426900673016,102.95286667003938,84.80517187676166,111.72424609825514,108.97016268087417,9.015431841166212
1,72.96934663238028,65.53102715172619,80.23281086732266,74.69389305329369,94.16987436329852,83.6627096405498,76.32415079214138,74.92649023635926,79.87907079812192,82.50453206358672,74.37845760147509,76.32415079214138,78.11566938184141,7.343532576334322
2,72.96934663238028,65.53102715172619,47.03068094200628,43.18777067398651,78.72486983578527,43.781564777195086,76.07942249678109,74.92649023635926,68.74709581665087,82.50453206358672,74.37845760147509,72.96934663238028,66.16920529344843,14.545488968598718
3,66.33031520426002,65.53102715172619,47.03068094200628,43.18777067398651,78.72486983578527,43.781564777195086,72.84164075328468,72.48368422154161,65.56586379352684,76.08497216394487,69.59762584438894,66.33031520426002,63.74181957833148,12.975878328294998
4,56.10320570447627,65.53102715172619,47.03068094200628,43.18777067398651,78.72486983578527,38.17867738887322,58.42762300330734,46.52172091440743,65.56586379352684,61.072951270424326,66.70147232828843,58.42762300330734,57.00416936425528,12.189641457618723
5,47.774340733465394,65.53102715172619,47.03068094200628,42.2718826762578,72.03717864903453,38.17867738887322,58.42762300330734,46.52172091440743,51.18180694031529,61.072951270424326,66.70147232828843,51.18180694031529,54.24812381800966,11.079914991886922
6,40.80156039743582,55.11636931168031,40.4012646910918,37.72057181181921,72.03717864903453,38.17867738887322,58.42762300330734,46.52172091440743,51.18180694031529,61.072951270424326,46.91282352622371,46.91282352622371,49.85204980951028,10.93393599029061
7,29.244996168615412,55.11636931168031,40.4012646910918,33.357080373413154,69.81977051189935,22.858885314593607,55.61397588211639,42.61082662228527,51.18180694031529,61.072951270424326,40.87201765259407,42.61082662228527,45.64999497627536,14.285758392779334
8,24.620587206461977,47.85365756849657,36.73023554227173,24.90411309253065,69.81977051189935,22.858885314593607,47.48283445518102,39.17769885020645,50.05154098812309,61.072951270424326,40.87201765259407,40.87201765259407,42.31311749570753,15.044921007250808
9,22.49451957001465,41.83759831355649,36.73023554227173,23.902193404097005,64.91455452842395,22.79074272476346,40.112891689120985,33.25238780283253,45.2165205658354,58.53329137009635,39.9663839661436,39.9663839661436,39.06830177065056,13.79577238153318
10,22.27960857629874,39.829844861025066,36.73023554227173,23.902193404097005,55.98529017859486,22.79074272476346,36.61875150368596,29.33903846396315,36.800245203804295,55.741382740388815,39.9663839661436,36.73023554227173,36.362156105912426,11.71796331839343
11,22.27960857629874,37.236546585067934,28.83663240089959,19.20001195778244,53.468402261070274,22.40530636442263,22.57546435894525,28.09507527370164,24.23106313132982,55.741382740388815,38.061632071591866,28.09507527370164,32.01192052013627,12.702465207849809
12,21.99892102009956,36.741893407821706,26.927630607944195,19.20001195778244,53.468402261070274,19.837728729020355,20.160426252242985,24.83707924038936,20.594162726851664,50.53941714475364,35.82044607553715,24.83707924038936,30.011465402137574,12.479077647413476
13,20.426544975580185,35.83149168391772,26.632062723851604,17.890166983982652,53.468402261070274,17.884584623920603,20.059733908867216,21.771463028072603,14.49549836603218,43.624517644493714,28.89932157935948,21.771463028072603,27.36216252537711,12.240930485874248
14,19.849108092088912,34.91760967357456,26.60406214281933,17.141055510995685,47.32822094769672,17.8323887600408,20.030880277044133,21.20064567594339,13.118717994551249,41.07158550180984,28.692896033907985,21.20064567594339,26.16247005549751,10.846711664941663
15,18.726844489923398,33.44228658640547,25.322433672416125,17.006606095974504,44.040151934336464,16.548849374834944,20.030880277044133,21.029014529917703,13.118717994551249,41.07158550180984,28.692896033907985,21.029014529917703,25.366387862829257,10.29880946741451
16,17.684215638910956,32.555291857500094,25.170888526515284,16.686386875442437,41.81473436443744,16.327891507062816,19.376243738030908,18.22060577335209,13.118717994551249,40.45183485388316,22.50181907956322,19.376243738030908,23.991693655386335,9.951168533408156
17,17.12968525975603,28.557459261223755,25.134506721329032,15.607146593831471,39.91641546311097,16.035375527432336,18.48796408208227,16.275477345605722,13.118717994551249,39.05320872353069,21.730791054942145,18.48796408208227,22.82243163885415,9.388367420503288
