iteration,rastrigin_seed0.csv,rastrigin_seed1.csv,rastrigin_seed10.csv,rastrigin_seed2.csv,rastrigin_seed3.csv,rastrigin_seed4.csv,rastrigin_seed5.csv,rastrigin_seed6.csv,rastrigin_seed7.csv,rastrigin_seed8.csv,rastrigin_seed9.csv,中央値,平均値,標準偏差
0,111.79638888674492,111.72424609825514,114.79867085523595,109.43376431343442,113.61257701307407,108.5025561756232,114.39321900545724,118.50963852768814,108.1426900673016,102.95286667003938,84.80517187676166,111.72424609825514,108.97016268087417,9.015431841166212
1,72.96934663238028,65.53102715172619,80.23281086732266,74.69389305329369,94.16987436329852,83.6627096405498,76.32415079214138,74.92649023635926,79.87907079812192,82.50453206358672,74.37845760147509,76.32415079214138,78.11566938184141,7.343532576334322
2,72.96934663238028,65.53102715172619,47.03068094200628,74.50708502690243,92.40976430732027,83.6627096405498,76.32415079214138,74.92649023635926,79.87907079812192,80.48001332932456,61.03693713112342,74.92649023635926,73.5233887261778,12.169760874507832
3,72.96934663238028,50.75088622542953,47.03068094200628,74.50708502690243,86.84072738375495,70.80886166085892,76.32415079214138,71.12226278266222,79.87907079812192,80.48001332932456,60.152887418627046,72.96934663238028,70.0787248174736,12.478348123026105
4,72.96934663238028,50.75088622542953,47.03068094200628,74.50708502690243,86.84072738375495,64.47205731285156,76.32415079214138,71.12226278266222,71.54095388049787,80.48001332932456,60.152887418627046,71.54095388049787,68.74464106605255,12.142928386390526
5,72.96934663238028,50.75088622542953,47.03068094200628,71.32460444166661,85.40241536001768,64.47205731285156,73.3979336808867,71.12226278266222,71.54095388049787,79.17822033063348,60.152887418627046,71.32460444166661,67.94020445524175,11.516063262737775
6,71.79606782334433,50.75088622542953,47.03068094200628,71.32460444166661,85.40241536001768,64.47205731285156,73.3979336808867,71.12226278266222,71.54095388049787,79.17822033063348,60.152887418627046,71.32460444166661,67.8335427453294,11.470167383545071
7,71.79606782334433,50.75088622542953,47.03068094200628,71.32460444166661,64.81691572812035,64.47205731285156,73.3979336808867,71.12226278266222,71.54095388049787,79.17822033063348,60.152887418627046,71.12226278266222,65.96213368788418,9.887154601866278
8,66.1246729710906,50.75088622542953,47.03068094200628,67.83487733526911,64.81691572812035,64.47205731285156,66.71099238866488,71.12226278266222,58.46107390014157,79.17822033063348,60.152887418627046,64.81691572812035,63.332320666863325,9.0146448524173
9,66.1246729710906,50.75088622542953,47.03068094200628,67.83487733526911,64.81691572812035,64.47205731285156,66.71099238866488,71.12226278266222,58.46107390014157,79.17822033063348,60.152887418627046,64.81691572812035,63.332320666863325,9.0146448524173
10,66.1246729710906,50.75088622542953,47.03068094200628,67.83487733526911,64.81691572812035,49.73013763781484,66.71099238866488,71.12226278266222,58.46107390014157,65.08901156189168,60.152887418627046,64.81691572812035,60.7113089901562,8.202349078942454
11,66.1246729710906,50.75088622542953,47.03068094200628,67.83487733526911,64.81691572812035,49.73013763781484,66.71099238866488,71.12226278266222,58.46107390014157,65.08901156189168,60.152887418627046,64.81691572812035,60.7113089901562,8.202349078942454
12,66.1246729710906,50.75088622542953,47.03068094200628,65.29675204214605,64.81691572812035,49.73013763781484,66.71099238866488,71.12226278266222,58.46107390014157,65.08901156189168,60.152887418627046,64.81691572812035,60.480570327145,8.015489520342088
13,61.27603724734899,50.75088622542953,47.03068094200628,65.29675204214605,64.81691572812035,49.73013763781484,66.71099238866488,71.12226278266222,58.46107390014157,65.08901156189168,60.152887418627046,61.27603724734899,60.03978526135031,7.804616513682012
14,61.27603724734899,50.75088622542953,47.03068094200628,65.29675204214605,64.81691572812035,49.73013763781484,66.71099238866488,71.12226278266222,58.46107390014157,65.08901156189168,60.152887418627046,61.27603724734899,60.03978526135031,7.804616513682012
15,57.20258232298233,50.75088622542953,47.03068094200628,65.29675204214605,64.81691572812035,49.73013763781484,66.71099238866488,71.12226278266222,58.46107390014157,65.08901156189168,60.152887418627046,60.152887418627046,59.66947117731698,7.836665956054334
16,57.20258232298233,50.75088622542953,47.03068094200628,65.29675204214605,64.81691572812035,49.73013763781484,66.71099238866488,71.12226278266222,58.46107390014157,65.08901156189168,60.152887418627046,60.152887418627046,59.66947117731698,7.836665956054334
17,55.67150546204656,50.75088622542953,47.03068094200628,65.29675204214605,64.81691572812035,49.73013763781484,66.71099238866488,71.12226278266222,58.46107390014157,65.08901156189168,60.152887418627046,60.152887418627046,59.53028237177736,7.898217606201947
